canon_smiles,iso_smiles
CCCCCn1c(=O)c2c(nc3n2CC(O)CN3c2ccc(OC)cc2)n(C)c1=O,CCCCCn1c(=O)c2c(nc3n2C[C@H](O)CN3c2ccc(OC)cc2)n(C)c1=O
CCCn1c(C)c(C)n2c3c(=O)n(CC(=O)c4ccc(F)cc4)c(=O)n(C)c3nc12,CCCn1c(C)c(C)n2c3c(=O)n(CC(=O)c4ccc(F)cc4)c(=O)n(C)c3nc12
COc1ccc2oc(C(=O)OCC(=O)Nc3ccc(C(=O)N(C)C)cc3)c(C)c2c1,COc1ccc2oc(C(=O)OCC(=O)Nc3ccc(C(=O)N(C)C)cc3)c(C)c2c1
COc1cccc(OC)c1C(=O)N1C(C(=O)N2CCOCC2)COC12CCCCC2,COc1cccc(OC)c1C(=O)N1[C@H](C(=O)N2CCOCC2)COC12CCCCC2
O=C(c1cccnc1)N1CCc2nc(-c3ccncc3)nc(N3CCOCC3)c2C1,O=C(c1cccnc1)N1CCc2nc(-c3ccncc3)nc(N3CCOCC3)c2C1
CC(C)CNC(=O)CN1CN(c2ccccc2)C2(CCN(C(=O)C3CC3)CC2)C1=O,CC(C)CNC(=O)CN1CN(c2ccccc2)C2(CCN(C(=O)C3CC3)CC2)C1=O
O=C(COC(=O)c1cccc(S(=O)(=O)N2CCCCCC2)c1)Nc1cccc(F)c1,O=C(COC(=O)c1cccc(S(=O)(=O)N2CCCCCC2)c1)Nc1cccc(F)c1
C=C1CCCC2(C)CC3OC(=O)C(C[NH+]4CCN(c5ccc(F)cc5)CC4)C3CC12,C=C1CCC[C@]2(C)C[C@H]3OC(=O)[C@H](C[NH+]4CCN(c5ccc(F)cc5)CC4)[C@H]3C[C@H]12
CC(=O)Nc1ccc(-c2ccc3n(c2=O)CC2CC3CN(C(=O)NC(C)C)C2)cc1,CC(=O)Nc1ccc(-c2ccc3n(c2=O)C[C@H]2C[C@@H]3CN(C(=O)NC(C)C)C2)cc1
CC(=O)Nc1ccc(NC(=O)CSc2nnc3c4cc(Br)ccc4n(C)c3n2)cc1,CC(=O)Nc1ccc(NC(=O)CSc2nnc3c4cc(Br)ccc4n(C)c3n2)cc1
CCc1cccc2c(C(=O)COC(=O)c3ccc(-n4c(C)ccc4C)cc3)c[nH]c12,CCc1cccc2c(C(=O)COC(=O)c3ccc(-n4c(C)ccc4C)cc3)c[nH]c12
COc1ccc(C(=O)Nc2ccccc2)cc1S(=O)(=O)Nc1ccc2c(c1)CCC2,COc1ccc(C(=O)Nc2ccccc2)cc1S(=O)(=O)Nc1ccc2c(c1)CCC2
COC(=O)CSc1nc2sc3c(c2c(=O)n1-c1cccc(C)c1)CC(C(C)C)OC3,COC(=O)CSc1nc2sc3c(c2c(=O)n1-c1cccc(C)c1)C[C@H](C(C)C)OC3
Cc1ccc(Cc2nn3c(SCC(=O)c4ccc(C)c(C)c4)nnc3nc2[O-])cc1,Cc1ccc(Cc2nn3c(SCC(=O)c4ccc(C)c(C)c4)nnc3nc2[O-])cc1
CCOc1ccccc1-n1c(N)c(C(=O)NCCOC)c2nc3ccccc3nc21,CCOc1ccccc1-n1c(N)c(C(=O)NCCOC)c2nc3ccccc3nc21
COc1cc(C(=O)Nc2ccc3c(=O)c4ccccc4oc3c2)cc(OC)c1OC,COc1cc(C(=O)Nc2ccc3c(=O)c4ccccc4oc3c2)cc(OC)c1OC
CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)Nc2nnc(C3CC3)s2)ccc1C,CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)Nc2nnc(C3CC3)s2)ccc1C
C=CCNC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(C(=O)OCC)CC1,C=CCNC(=O)[C@@H](C#N)c1nc2ccccc2nc1N1CCN(C(=O)OCC)CC1
CC(Oc1ccccc1)C(=O)N1CCN(c2ccc(N3CCCCCC3)nn2)CC1,C[C@@H](Oc1ccccc1)C(=O)N1CCN(c2ccc(N3CCCCCC3)nn2)CC1
Cc1[nH]c2ccccc2c1C(c1ccccn1)[NH+]1CCN(c2ccc(F)cc2)CC1,Cc1[nH]c2ccccc2c1[C@H](c1ccccn1)[NH+]1CCN(c2ccc(F)cc2)CC1
COc1ccc(C(c2nnnn2C(C)(C)C)[NH+]2CCc3ccccc3C2)cc1OC,COc1ccc([C@@H](c2nnnn2C(C)(C)C)[NH+]2CCc3ccccc3C2)cc1OC
CCCOc1ccc(C2C(C(=O)Nc3ccccc3C)=C(C)Nc3nnnn32)cc1,CCCOc1ccc([C@@H]2C(C(=O)Nc3ccccc3C)=C(C)Nc3nnnn32)cc1
C=CCn1c(=[NH2+])c(C(=O)NCC[NH+]2CCOCC2)cc2c(=O)n3ccccc3nc21,C=CCn1c(=[NH2+])c(C(=O)NCC[NH+]2CCOCC2)cc2c(=O)n3ccccc3nc21
CN(C)c1ccc(-c2nnn(CC(=O)N(c3ccccc3)c3ccccc3)n2)cc1,CN(C)c1ccc(-c2nnn(CC(=O)N(c3ccccc3)c3ccccc3)n2)cc1
Cc1ccc(NC(=O)CSc2nnc(-c3ccncc3)n2-c2ccc(C)cc2)cc1,Cc1ccc(NC(=O)CSc2nnc(-c3ccncc3)n2-c2ccc(C)cc2)cc1
COc1cccc(-c2c(NC(=O)c3ccc(F)cc3)n(C)c3ccccc3c2=O)c1,COc1cccc(-c2c(NC(=O)c3ccc(F)cc3)n(C)c3ccccc3c2=O)c1
CCOC(=O)c1ccc(NC(=O)Cn2nc(-c3ccc(C)c(C)c3)ccc2=O)cc1,CCOC(=O)c1ccc(NC(=O)Cn2nc(-c3ccc(C)c(C)c3)ccc2=O)cc1
Cc1cccc(OCC(=O)Nc2ccccc2C(=O)Nc2ccc(C(=O)[O-])cc2)c1,Cc1cccc(OCC(=O)Nc2ccccc2C(=O)Nc2ccc(C(=O)[O-])cc2)c1
CC1CCCC(NC(=O)C2CCCN(S(=O)(=O)c3cccc4cccnc34)C2)C1C,C[C@H]1CCC[C@H](NC(=O)[C@@H]2CCCN(S(=O)(=O)c3cccc4cccnc34)C2)[C@@H]1C
C[NH+](C)CCN(C(=O)c1cccc2ccccc12)c1nc2cc3c(cc2s1)OCO3,C[NH+](C)CCN(C(=O)c1cccc2ccccc12)c1nc2cc3c(cc2s1)OCO3
O=C(Cn1cnc2c(nnn2Cc2ccccc2)c1=O)N1CCCc2ccccc21,O=C(Cn1cnc2c(nnn2Cc2ccccc2)c1=O)N1CCCc2ccccc21
CCOc1ccc(C2C(C(=O)Nc3ccccc3)=C(C)Nc3nnnn32)cc1OC,CCOc1ccc([C@@H]2C(C(=O)Nc3ccccc3)=C(C)Nc3nnnn32)cc1OC
CCn1c(C(=O)N2CCCC(C(=O)NCCc3ccc(C)cc3)C2)cc2sccc21,CCn1c(C(=O)N2CCC[C@@H](C(=O)NCCc3ccc(C)cc3)C2)cc2sccc21
COc1ccccc1C1N=C(c2ccc(Cl)cc2)CC(c2cccc(OC)c2O)[NH2+]1,COc1ccccc1[C@H]1N=C(c2ccc(Cl)cc2)C[C@H](c2cccc(OC)c2O)[NH2+]1
O=C(c1ccc(N2CCN(C(=O)c3ccc(Br)cc3)CC2)cc1)c1cccc(F)c1,O=C(c1ccc(N2CCN(C(=O)c3ccc(Br)cc3)CC2)cc1)c1cccc(F)c1
COCCOC(=O)C1=C(C)Nc2nc(-c3ccc(F)cc3)nn2C1c1ccccc1,COCCOC(=O)C1=C(C)Nc2nc(-c3ccc(F)cc3)nn2[C@@H]1c1ccccc1
COc1ccc(C(=O)c2cn(Cc3cccc(F)c3)c3ccc(F)cc3c2=O)cc1,COc1ccc(C(=O)c2cn(Cc3cccc(F)c3)c3ccc(F)cc3c2=O)cc1
O=C(Nc1ccc(F)c(Cl)c1)C1c2ccccc2C(=O)N2CCc3ccccc3C12,O=C(Nc1ccc(F)c(Cl)c1)[C@H]1c2ccccc2C(=O)N2CCc3ccccc3[C@H]12
CCC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccccc2)c2ccccc21,CCC(=O)N(c1ccccc1)[C@H]1C[C@H](C)N(C(=O)c2ccccc2)c2ccccc21
CC([O-])=NS(=O)(=O)c1ccc(NC(=O)Cc2coc3ccc4ccccc4c23)cc1,C/C([O-])=N/S(=O)(=O)c1ccc(NC(=O)Cc2coc3ccc4ccccc4c23)cc1
COc1ccc(CN2CC(C(=O)N3CCn4c(nc5ccccc54)C3)CC2=O)cc1,COc1ccc(CN2C[C@H](C(=O)N3CCn4c(nc5ccccc54)C3)CC2=O)cc1
O=C(NC1CCCCCC1)c1cc(S(=O)(=O)N2CCC3(CC2)OCCO3)ccc1F,O=C(NC1CCCCCC1)c1cc(S(=O)(=O)N2CCC3(CC2)OCCO3)ccc1F
Cc1ccc(NC(=O)C2CCCN(S(=O)(=O)c3ccc(-n4cnnn4)cc3)C2)cc1,Cc1ccc(NC(=O)[C@@H]2CCCN(S(=O)(=O)c3ccc(-n4cnnn4)cc3)C2)cc1
Cc1ccccc1C(=O)NC(Nc1c(C)n(C)n(-c2ccccc2)c1=O)C(Cl)(Cl)Cl,Cc1ccccc1C(=O)N[C@@H](Nc1c(C)n(C)n(-c2ccccc2)c1=O)C(Cl)(Cl)Cl
C[NH+]1CCN(c2nc3ccccc3nc2C(C#N)C(=O)NCc2ccccc2)CC1,C[NH+]1CCN(c2nc3ccccc3nc2[C@@H](C#N)C(=O)NCc2ccccc2)CC1
COc1ccccc1CNC(=O)c1cc2n(n1)C(C(F)(F)F)CC(c1ccco1)N2,COc1ccccc1CNC(=O)c1cc2n(n1)[C@H](C(F)(F)F)C[C@H](c1ccco1)N2
Cc1nn(-c2ccccc2)c(C)c1CNC(=O)Cn1nc(C(F)(F)F)cc1C1CC1,Cc1nn(-c2ccccc2)c(C)c1CNC(=O)Cn1nc(C(F)(F)F)cc1C1CC1
CCC1CCCC[NH+]1Cc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccc(C)cc1,CC[C@H]1CCCC[NH+]1Cc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccc(C)cc1
Cc1cccc(OCCn2c(C3CC(=O)N(C(C)(C)C)C3)nc3ccccc32)c1C,Cc1cccc(OCCn2c([C@@H]3CC(=O)N(C(C)(C)C)C3)nc3ccccc32)c1C
CC1CCCC(NC(=O)c2cn(-c3ccc(F)cc3F)c(=O)c3ccccc23)C1C,C[C@H]1CCC[C@@H](NC(=O)c2cn(-c3ccc(F)cc3F)c(=O)c3ccccc23)[C@@H]1C
COc1cccc(NC(=O)CN(c2ccc(C)cc2C)S(=O)(=O)c2ccccc2)c1,COc1cccc(NC(=O)CN(c2ccc(C)cc2C)S(=O)(=O)c2ccccc2)c1
Cc1cc(C)c2nc(N3CCCC(C(=O)NCc4ccc5c(c4)OCO5)C3)sc2c1,Cc1cc(C)c2nc(N3CCC[C@@H](C(=O)NCc4ccc5c(c4)OCO5)C3)sc2c1
CC(=O)c1cccc(NC(=O)C(C)OC(=O)Cn2nc([O-])c3ccccc3c2=O)c1,CC(=O)c1cccc(NC(=O)[C@@H](C)OC(=O)Cn2nc([O-])c3ccccc3c2=O)c1
COc1ccc(OC)c(NC(=O)C2=C(C)Nc3nnnn3C2c2ccccc2F)c1,COc1ccc(OC)c(NC(=O)C2=C(C)Nc3nnnn3[C@H]2c2ccccc2F)c1
Cc1cccc(NC(=O)C2(C#N)C(c3ccccc3)C2(C)C(=O)c2ccccc2)c1,Cc1cccc(NC(=O)[C@@]2(C#N)[C@H](c3ccccc3)[C@@]2(C)C(=O)c2ccccc2)c1
CCC[NH+]1CCC(N(C(=O)c2ccc(NC(=O)c3ccccc3)cc2)C2CC2)CC1,CCC[NH+]1CCC(N(C(=O)c2ccc(NC(=O)c3ccccc3)cc2)C2CC2)CC1
Cc1ccccc1C(CC(=O)[O-])NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1ccccc1[C@H](CC(=O)[O-])NC(=O)OCC1c2ccccc2-c2ccccc21
Cc1c(Cl)c(C(F)(F)F)nn1CC(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,Cc1c(Cl)c(C(F)(F)F)nn1CC(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1
CCc1cccc(C)c1NC(=O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1,CCc1cccc(C)c1NC(=O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1
COc1cc(C(=O)Nc2ccc3c(c2)CCC3)ccc1OCC(=O)N1CCOCC1,COc1cc(C(=O)Nc2ccc3c(c2)CCC3)ccc1OCC(=O)N1CCOCC1
Cc1ccc(-c2nc(SC(C)C(=O)Nc3ccc(C)cc3C)[nH]c(=O)c2C#N)cc1,Cc1ccc(-c2nc(S[C@@H](C)C(=O)Nc3ccc(C)cc3C)[nH]c(=O)c2C#N)cc1
COc1ccc(-c2cc(N3CCCC3)cc3c2c(=O)n(-c2ccccc2)n3C)cc1,COc1ccc(-c2cc(N3CCCC3)cc3c2c(=O)n(-c2ccccc2)n3C)cc1
Cc1cc(C)c(NC(=O)c2ccc(CN(c3ccccc3)S(C)(=O)=O)cc2)c(C)c1,Cc1cc(C)c(NC(=O)c2ccc(CN(c3ccccc3)S(C)(=O)=O)cc2)c(C)c1
Cn1c(=O)n(Cc2cccc(C(F)(F)F)c2)c(=O)c2c1ncn2Cc1ccccc1,Cn1c(=O)n(Cc2cccc(C(F)(F)F)c2)c(=O)c2c1ncn2Cc1ccccc1
CCC(=O)c1ccc(OCC(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1,CCC(=O)c1ccc(OCC(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1
Cc1cccc(Cn2c(SCC[NH+]3CCOCC3)nc3c2c(=O)n(C)c(=O)n3C)c1,Cc1cccc(Cn2c(SCC[NH+]3CCOCC3)nc3c2c(=O)n(C)c(=O)n3C)c1
CC(=O)c1ccc(NC(=O)Cn2cnc3c(nnn3-c3ccc(C)cc3)c2=O)cc1,CC(=O)c1ccc(NC(=O)Cn2cnc3c(nnn3-c3ccc(C)cc3)c2=O)cc1
CCSc1nnc2c(n1)OC(c1ccc(C(=O)[O-])cc1)N(C(C)=O)c1ccccc1-2,CCSc1nnc2c(n1)O[C@H](c1ccc(C(=O)[O-])cc1)N(C(C)=O)c1ccccc1-2
CC(C)C(c1nnnn1Cc1ccc(F)cc1)[NH+]1CCN(c2ccc(O)cc2)CC1,CC(C)[C@H](c1nnnn1Cc1ccc(F)cc1)[NH+]1CCN(c2ccc(O)cc2)CC1
CC1CCN(S(=O)(=O)c2ccc(S(=O)(=O)N3CCCC4(CCCCC4)C3)cc2)CC1,CC1CCN(S(=O)(=O)c2ccc(S(=O)(=O)N3CCCC4(CCCCC4)C3)cc2)CC1
O=C(Nc1nnc(-c2ccccc2)o1)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,O=C(Nc1nnc(-c2ccccc2)o1)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1
NC(=O)C1CC[NH+](C(c2ccc(F)cc2)c2nnnn2Cc2ccc(F)cc2)CC1,NC(=O)C1CC[NH+]([C@H](c2ccc(F)cc2)c2nnnn2Cc2ccc(F)cc2)CC1
Cn1c(=O)c2c(nc(N3CCCCC3)n2CC(O)COc2ccccc2)n(C)c1=O,Cn1c(=O)c2c(nc(N3CCCCC3)n2C[C@H](O)COc2ccccc2)n(C)c1=O
COc1cc2c(cc1OC)C1Cc3c(cnn3-c3cccc(C)c3C)C(=O)N1CC2,COc1cc2c(cc1OC)[C@@H]1Cc3c(cnn3-c3cccc(C)c3C)C(=O)N1CC2
Cc1ccc(C(C(=O)NC2CCCC2)N(Cc2cccs2)C(=O)c2ccco2)cc1,Cc1ccc([C@@H](C(=O)NC2CCCC2)N(Cc2cccs2)C(=O)c2ccco2)cc1
Cc1nc2ccccc2c(=O)n1-c1cccc(NC(=O)CCCc2ccccc2)c1,Cc1nc2ccccc2c(=O)n1-c1cccc(NC(=O)CCCc2ccccc2)c1
CC(=O)Nc1cccc(NC(=O)c2cc(-c3ccccn3)nc3ccc(Cl)cc23)c1,CC(=O)Nc1cccc(NC(=O)c2cc(-c3ccccn3)nc3ccc(Cl)cc23)c1
Cc1ccc(OCC(=O)Nc2ccccc2C(=O)NC(C)c2ccccc2)cc1C,Cc1ccc(OCC(=O)Nc2ccccc2C(=O)N[C@@H](C)c2ccccc2)cc1C
COC(=O)Cc1nc(N2CCN(c3ccc(C)cc3)C(C)C2)c2c(C)c(C)sc2n1,COC(=O)Cc1nc(N2CCN(c3ccc(C)cc3)[C@@H](C)C2)c2c(C)c(C)sc2n1
O=C(NC(c1ccccc1)c1ccccc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,O=C(NC(c1ccccc1)c1ccccc1)c1ccc(S(=O)(=O)N2CCCC2)cc1
N#Cc1ccsc1NC(=O)CSc1nnc(-c2ccc(F)cc2)n1CC1CCCO1,N#Cc1ccsc1NC(=O)CSc1nnc(-c2ccc(F)cc2)n1C[C@H]1CCCO1
COc1ccc(-c2nnc(SCC(=O)c3c(C)[nH]c4ccccc34)n2N)cc1OC,COc1ccc(-c2nnc(SCC(=O)c3c(C)[nH]c4ccccc34)n2N)cc1OC
COc1cc(-c2c(C(C)=O)c(C)nc3c2C(=O)c2ccccc2-3)cc(OC)c1OC,COc1cc(-c2c(C(C)=O)c(C)nc3c2C(=O)c2ccccc2-3)cc(OC)c1OC
O=C(NCC(c1cccnc1)[NH+]1CCN(c2ccccc2F)CC1)C1CCCCC1,O=C(NC[C@H](c1cccnc1)[NH+]1CCN(c2ccccc2F)CC1)C1CCCCC1
CC(=O)c1cccc(NC(=O)C23CCC(C)(c4nc5ccccc5nc42)C3(C)C)c1,CC(=O)c1cccc(NC(=O)[C@]23CC[C@](C)(c4nc5ccccc5nc42)C3(C)C)c1
Cc1ccccc1Cn1c(=O)c2c(nc3n(CC4CCCO4)c(C)cn23)n(C)c1=O,Cc1ccccc1Cn1c(=O)c2c(nc3n(C[C@@H]4CCCO4)c(C)cn23)n(C)c1=O
O=C(COC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl)Nc1ccc(F)cc1,O=C(COC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl)Nc1ccc(F)cc1
Cn1cccc1Cc1nnc(SCC(=O)N2CCCCCC2)n1-c1ccc(F)cc1,Cn1cccc1Cc1nnc(SCC(=O)N2CCCCCC2)n1-c1ccc(F)cc1
O=C(Cn1cnc2c(cnn2-c2ccccc2)c1=O)Nc1ccccc1C(F)(F)F,O=C(Cn1cnc2c(cnn2-c2ccccc2)c1=O)Nc1ccccc1C(F)(F)F
CCOc1ccc2[nH]c3c(N4CCN(c5cc(C)ccc5C)CC4)ncnc3c2c1,CCOc1ccc2[nH]c3c(N4CCN(c5cc(C)ccc5C)CC4)ncnc3c2c1
CCC(c1nnnn1CCc1ccccc1)[NH+]1CCN(c2cccc(C)c2C)CC1,CC[C@H](c1nnnn1CCc1ccccc1)[NH+]1CCN(c2cccc(C)c2C)CC1
Cc1ccc(NC(=O)CSc2nnc(-c3cccnc3)n2Cc2ccccc2)cc1,Cc1ccc(NC(=O)CSc2nnc(-c3cccnc3)n2Cc2ccccc2)cc1
COc1ccc(C2C(C(=O)N3CCCCC3)CC(=O)N2c2ccc(OC)cc2)cc1,COc1ccc([C@H]2[C@H](C(=O)N3CCCCC3)CC(=O)N2c2ccc(OC)cc2)cc1
Cc1sc2nc(COC(=O)CC(c3ccccc3)c3ccccc3)[nH]c(=O)c2c1C,Cc1sc2nc(COC(=O)CC(c3ccccc3)c3ccccc3)[nH]c(=O)c2c1C
COc1ccc(Cl)cc1NC(=O)CSc1nc2c(c(=O)n1-c1ccccc1)SCC2,COc1ccc(Cl)cc1NC(=O)CSc1nc2c(c(=O)n1-c1ccccc1)SCC2
Cc1ccc(N(C(=O)c2csnn2)C(C(=O)NC2CCCC2)c2ccccn2)cc1,Cc1ccc(N(C(=O)c2csnn2)[C@H](C(=O)NC2CCCC2)c2ccccn2)cc1
Cc1ccc(S(=O)(=O)N2Cc3ccccc3CC2C(=O)Nc2cccc(O)c2)cc1,Cc1ccc(S(=O)(=O)N2Cc3ccccc3C[C@H]2C(=O)Nc2cccc(O)c2)cc1
CC(C)c1ccc(NC(=O)c2ccccc2NC(=O)C2CCCCC2C(=O)[O-])cc1,CC(C)c1ccc(NC(=O)c2ccccc2NC(=O)[C@H]2CCCC[C@@H]2C(=O)[O-])cc1
Cc1ccc(CNC(=O)c2cnn3c(C)c(Cc4ccccc4F)c(C)nc23)cc1,Cc1ccc(CNC(=O)c2cnn3c(C)c(Cc4ccccc4F)c(C)nc23)cc1
CN(C)S(=O)(=O)c1ccc(NC(=O)Cc2ccc(S(=O)(=O)N3CCOCC3)s2)cc1,CN(C)S(=O)(=O)c1ccc(NC(=O)Cc2ccc(S(=O)(=O)N3CCOCC3)s2)cc1
Cc1c(C(=O)OCC(=O)Nc2ccc(C(N)=O)cc2)oc2c1ccc1ccccc12,Cc1c(C(=O)OCC(=O)Nc2ccc(C(N)=O)cc2)oc2c1ccc1ccccc12
Cc1cccc(-c2nnc(SCC(=O)c3cc(C)n(Cc4ccco4)c3C)n2C)c1,Cc1cccc(-c2nnc(SCC(=O)c3cc(C)n(Cc4ccco4)c3C)n2C)c1
CCOC(=O)c1ccc(NC(=O)c2ccc3c(=O)n4c(nc3c2)CCCCC4)cc1,CCOC(=O)c1ccc(NC(=O)c2ccc3c(=O)n4c(nc3c2)CCCCC4)cc1
CCn1c(NC(=O)c2ccc(F)cc2)c(-c2ccc(Cl)cc2)c(=O)c2ccccc21,CCn1c(NC(=O)c2ccc(F)cc2)c(-c2ccc(Cl)cc2)c(=O)c2ccccc21
O=C(c1ccccn1)N(CC1CCCO1)C1(C(=O)NC2CCCCC2)CCCCC1,O=C(c1ccccn1)N(C[C@@H]1CCCO1)C1(C(=O)NC2CCCCC2)CCCCC1
COc1cc(OC)cc(C(=O)N(Cc2ccccn2)c2nc3c(C)cccc3s2)c1,COc1cc(OC)cc(C(=O)N(Cc2ccccn2)c2nc3c(C)cccc3s2)c1
Cn1c(C(=O)N2CCC(Cc3ccccc3)CC2)cc2c(=O)n3ccccc3nc21,Cn1c(C(=O)N2CCC(Cc3ccccc3)CC2)cc2c(=O)n3ccccc3nc21
CCC(C)N1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccccc2C)C1=O,CC[C@H](C)N1CC(=O)N2[C@@H](c3ccccc3C)c3[nH]c4ccccc4c3C[C@@H]2C1=O
Cc1ccc(C(=O)c2ccccc2C(=O)OCn2nnc3ccccc3c2=O)cc1,Cc1ccc(C(=O)c2ccccc2C(=O)OCn2nnc3ccccc3c2=O)cc1
Cc1ccc(CNC(=O)c2oc3ccc4c(c3c2C)C(=O)CC2(CCCC2)O4)cc1,Cc1ccc(CNC(=O)c2oc3ccc4c(c3c2C)C(=O)CC2(CCCC2)O4)cc1
CCOC(=O)CN1C(=O)C(Sc2nc(-c3ccncc3)n[nH]2)CCc2ccccc21,CCOC(=O)CN1C(=O)[C@H](Sc2nc(-c3ccncc3)n[nH]2)CCc2ccccc21
O=C(Nc1ccc(N2CCOCC2)cc1N1CCOCC1)c1ccc2c(c1)CCC2,O=C(Nc1ccc(N2CCOCC2)cc1N1CCOCC1)c1ccc2c(c1)CCC2
CCOC(=O)c1oc2cc(OCC#N)ccc2c(=O)c1-c1ccc2c(c1)OCCO2,CCOC(=O)c1oc2cc(OCC#N)ccc2c(=O)c1-c1ccc2c(c1)OCCO2
CCOc1cc(C2c3c(oc4c(C)cc(C)cc4c3=O)C(=O)N2CCO)ccc1O,CCOc1cc([C@@H]2c3c(oc4c(C)cc(C)cc4c3=O)C(=O)N2CCO)ccc1O
Cc1ccc(CNC(=O)c2cc(C)nc3c2c(C)nn3-c2ccc(C)c(C)c2)cc1,Cc1ccc(CNC(=O)c2cc(C)nc3c2c(C)nn3-c2ccc(C)c(C)c2)cc1
CCOc1ccc(-n2c(SCC(=O)N3CCCCC3)nc3ccccc3c2=O)cc1,CCOc1ccc(-n2c(SCC(=O)N3CCCCC3)nc3ccccc3c2=O)cc1
Cc1cc2cc(CN(Cc3ccco3)S(=O)(=O)c3ccccc3)c(=O)[nH]c2cc1C,Cc1cc2cc(CN(Cc3ccco3)S(=O)(=O)c3ccccc3)c(=O)[nH]c2cc1C
Cc1ccccc1-n1c(SCC(=O)NC2CCCCC2C)nnc1-c1cccnc1,Cc1ccccc1-n1c(SCC(=O)N[C@H]2CCCC[C@H]2C)nnc1-c1cccnc1
CS(=O)(=O)c1ccc(CNC(=O)c2ccc3cncc(-c4ccccc4)c3n2)cc1,CS(=O)(=O)c1ccc(CNC(=O)c2ccc3cncc(-c4ccccc4)c3n2)cc1
Cc1c(CN(C)C(=O)c2cnn3c(C(F)F)cc(-c4ccccc4)nc23)cnn1C,Cc1c(CN(C)C(=O)c2cnn3c(C(F)F)cc(-c4ccccc4)nc23)cnn1C
N#Cc1cccc(-c2ccc3n(c2=O)CC2CC3CN(C(=O)c3cnccn3)C2)c1,N#Cc1cccc(-c2ccc3n(c2=O)C[C@H]2C[C@@H]3CN(C(=O)c3cnccn3)C2)c1
COC(=O)c1ccc(NC(=O)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)cc1,COC(=O)c1ccc(NC(=O)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)cc1
CCC(=O)N1CCN(c2ccc(NC(=O)COc3ccc(C)c(C)c3)cc2Cl)CC1,CCC(=O)N1CCN(c2ccc(NC(=O)COc3ccc(C)c(C)c3)cc2Cl)CC1
Cc1cccc(S(=O)(=O)C(C#N)c2nc3ccccc3nc2N2CCC(C)CC2)c1,Cc1cccc(S(=O)(=O)[C@@H](C#N)c2nc3ccccc3nc2N2CCC(C)CC2)c1
O=C(COC(=O)CC12CC3CC(CC(C3)C1)C2)Nc1ccc(N2CCCCC2)cc1,O=C(COC(=O)CC12CC3CC(CC(C3)C1)C2)Nc1ccc(N2CCCCC2)cc1
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)cc1,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)cc1
CCOC(=O)c1c(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)sc(C)c1C,CCOC(=O)c1c(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)sc(C)c1C
O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1,O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1
CCN(c1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1)C(C)C,CCN(c1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1)C(C)C
COc1ccc(CNC(=O)c2cn(-c3ccccc3)nc2-c2cccs2)cc1OC,COc1ccc(CNC(=O)c2cn(-c3ccccc3)nc2-c2cccs2)cc1OC
COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)NCc3ccccc3Cl)cc2)cc1,COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)NCc3ccccc3Cl)cc2)cc1
Cc1nn(CC(=O)NCCC[NH+]2CC(C)CC(C)C2)c(=O)c2c1sc1ccccc12,Cc1nn(CC(=O)NCCC[NH+]2C[C@H](C)C[C@@H](C)C2)c(=O)c2c1sc1ccccc12
CC(C)N(C(=O)CSc1nnc(-c2ccccn2)n1-n1cccc1)c1ccccc1,CC(C)N(C(=O)CSc1nnc(-c2ccccn2)n1-n1cccc1)c1ccccc1
